SalesOrderNumber;SalesOrderLineNumber;ProductId;CustomerUsername;OrderDate;DueDate;ShipDate;SalesTerritoryRegion;SalesTerritoryCountry;SalesTerritoryContinent;OrderQuantity;SalesAmount;TaxAmt;Freight;Currency;AverageRate
SO46798;1;BK-R89R-44;anna5;2012-01-11;2012-01-23;2012-01-18;Australia;Australia;Pacific;1;4661.67;372.93;61,0838;AUD;0,524136485140731
SO46807;1;BK-M68S-42;clayton29;2012-01-13;2012-01-25;2012-01-20;Australia;Australia;Pacific;1;3966.77;317.34;51,7855;AUD;0,522193211488251
SO46808;1;BK-M68B-42;summer6;2012-01-13;2012-01-25;2012-01-20;Australia;Australia;Pacific;1;3924.02;313.92;51,2275;AUD;0,522193211488251
SO46806;1;BK-R89R-52;rafael28;2012-01-13;2012-01-25;2012-01-20;Australia;Australia;Pacific;1;4679.02;374.32;61,0838;AUD;0,522193211488251
SO46819;1;BK-R89R-44;clinton8;2012-01-14;2012-01-26;2012-01-21;Australia;Australia;Pacific;1;4691.72;375.34;61,0838;AUD;0,520779085511926
SO46818;1;BK-R89R-48;louis13;2012-01-14;2012-01-26;2012-01-21;Australia;Australia;Pacific;1;4691.72;375.34;61,0838;AUD;0,520779085511926
SO46825;1;BK-M68S-42;derek12;2012-01-15;2012-01-27;2012-01-22;Australia;Australia;Pacific;1;3922.23;313.78;51,7855;AUD;0,528122524425667
SO46826;1;BK-M68B-42;jaclyn25;2012-01-15;2012-01-27;2012-01-22;Australia;Australia;Pacific;1;3879.97;310.40;51,2275;AUD;0,528122524425667
SO46824;1;BK-R64Y-42;katrina15;2012-01-15;2012-01-27;2012-01-22;Australia;Australia;Pacific;1;1894.33;151.55;25,0109;AUD;0,528122524425667
SO46833;1;BK-M68S-42;mario18;2012-01-16;2012-01-28;2012-01-23;Australia;Australia;Pacific;1;3855.95;308.48;51,7855;AUD;0,5372011818426
SO46844;1;BK-M68B-38;gloria4;2012-01-17;2012-01-29;2012-01-24;Australia;Australia;Pacific;1;3820.13;305.61;51,2275;AUD;0,536394357131363
SO46843;1;BK-R89B-48;clifford2;2012-01-17;2012-01-29;2012-01-24;Australia;Australia;Pacific;1;4067.09;325.37;54,5391;AUD;0,536394357131363
SO46854;1;BK-R89B-48;joanna3;2012-01-18;2012-01-30;2012-01-25;Australia;Australia;Pacific;1;4067.09;325.37;54,5391;AUD;0,536394357131363
SO46853;1;BK-R89R-44;regina5;2012-01-18;2012-01-30;2012-01-25;Australia;Australia;Pacific;1;4555.14;364.41;61,0838;AUD;0,536394357131363
SO46860;1;BK-R89R-58;katherine38;2012-01-19;2012-01-31;2012-01-26;Australia;Australia;Pacific;1;4001.86;320.15;54,5391;AUD;0,545137374618404
SO46861;1;BK-R89B-52;corey0;2012-01-19;2012-01-31;2012-01-26;Australia;Australia;Pacific;1;4001.86;320.15;54,5391;AUD;0,545137374618404
SO46873;1;BK-R89B-52;kara18;2012-01-21;2012-02-02;2012-01-28;Australia;Australia;Pacific;1;3983.53;318.68;54,5391;AUD;0,547645125958379
SO46874;1;BK-R64Y-38;cassie17;2012-01-21;2012-02-02;2012-01-28;Australia;Australia;Pacific;1;1826.80;146.14;25,0109;AUD;0,547645125958379
SO46881;1;BK-M68S-42;alisha40;2012-01-22;2012-02-03;2012-01-29;Australia;Australia;Pacific;1;3784.28;302.74;51,7855;AUD;0,547375335267393
SO46882;1;BK-R50B-52;willie19;2012-01-22;2012-02-03;2012-01-29;Australia;Australia;Pacific;1;1430.44;114.44;19,5748;AUD;0,547375335267393
SO46887;1;BK-M68B-46;stacy4;2012-01-23;2012-02-04;2012-01-30;Australia;Australia;Pacific;1;3740.42;299.23;51,2275;AUD;0,547825134217158
SO46888;1;BK-R50R-62;meghan10;2012-01-23;2012-02-04;2012-01-30;Australia;Australia;Pacific;1;1429.27;114.34;19,5748;AUD;0,547825134217158
SO46897;1;BK-R89R-44;jaclyn9;2012-01-24;2012-02-05;2012-01-31;Australia;Australia;Pacific;1;4460.09;356.81;61,0838;AUD;0,547825134217158
SO46898;1;BK-R89R-48;denise6;2012-01-24;2012-02-05;2012-01-31;Australia;Australia;Pacific;1;4460.09;356.81;61,0838;AUD;0,547825134217158
SO46903;1;BK-M68S-42;joe41;2012-01-25;2012-02-06;2012-02-01;Australia;Australia;Pacific;1;3800.43;304.03;51,7855;AUD;0,545048236768954
SO46902;1;BK-R89B-48;geoffrey19;2012-01-25;2012-02-06;2012-02-01;Australia;Australia;Pacific;1;4002.51;320.20;54,5391;AUD;0,545048236768954
SO46900;1;BK-R89B-48;tara17;2012-01-25;2012-02-06;2012-02-01;Australia;Australia;Pacific;1;4002.51;320.20;54,5391;AUD;0,545048236768954
SO46901;1;BK-R89B-48;mary36;2012-01-25;2012-02-06;2012-02-01;Australia;Australia;Pacific;1;4002.51;320.20;54,5391;AUD;0,545048236768954
SO46909;1;BK-R89B-58;eugene26;2012-01-26;2012-02-07;2012-02-02;Australia;Australia;Pacific;1;4039.38;323.15;54,5391;AUD;0,540073449989198
SO46908;1;BK-R89R-52;desiree17;2012-01-26;2012-02-07;2012-02-02;Australia;Australia;Pacific;1;4524.11;361.93;61,0838;AUD;0,540073449989198
SO46917;1;BK-R89R-58;theresa8;2012-01-27;2012-02-08;2012-02-03;Australia;Australia;Pacific;1;4029.13;322.33;54,5391;AUD;0,541447831501435
SO46918;1;BK-R50B-52;jamie18;2012-01-27;2012-02-08;2012-02-03;Australia;Australia;Pacific;1;1446.10;115.69;19,5748;AUD;0,541447831501435
SO46927;1;BK-M68B-46;jimmy18;2012-01-28;2012-02-09;2012-02-04;Australia;Australia;Pacific;1;3797.18;303.77;51,2275;AUD;0,539636285143813
SO46928;1;BK-M68S-46;lacey4;2012-01-28;2012-02-09;2012-02-04;Australia;Australia;Pacific;1;3838.55;307.08;51,7855;AUD;0,539636285143813
SO46925;1;BK-R89B-44;sheila1;2012-01-28;2012-02-09;2012-02-04;Australia;Australia;Pacific;1;4042.65;323.41;54,5391;AUD;0,539636285143813
SO46926;1;BK-R89B-52;nancy10;2012-01-28;2012-02-09;2012-02-04;Australia;Australia;Pacific;1;4042.65;323.41;54,5391;AUD;0,539636285143813
SO47076;1;BK-M68B-46;tracy14;2012-01-29;2012-02-10;2012-02-05;Australia;Australia;Pacific;1;3779.56;302.37;51,2275;AUD;0,542152344808891
SO47075;1;BK-M68B-42;jaclyn28;2012-01-29;2012-02-10;2012-02-05;Australia;Australia;Pacific;1;3779.56;302.37;51,2275;AUD;0,542152344808891
SO47084;1;BK-R89R-52;albert12;2012-01-30;2012-02-11;2012-02-06;Australia;Australia;Pacific;1;4486.48;358.92;61,0838;AUD;0,544602984424355
SO47090;1;BK-R89B-52;gabriella30;2012-01-31;2012-02-12;2012-02-07;Australia;Australia;Pacific;1;3993.35;319.47;54,5391;AUD;0,546298825457525
SO47098;1;BK-M68B-42;maria25;2012-02-01;2012-02-13;2012-02-08;Australia;Australia;Pacific;1;3764.19;301.14;51,2275;AUD;0,544365813826892
SO47097;1;BK-R89R-52;evelyn14;2012-02-01;2012-02-13;2012-02-08;Australia;Australia;Pacific;1;4488.43;359.07;61,0838;AUD;0,544365813826892
SO47099;1;BK-R50R-62;bridget21;2012-02-01;2012-02-13;2012-02-08;Australia;Australia;Pacific;1;1438.35;115.07;19,5748;AUD;0,544365813826892
SO47117;1;BK-M68S-42;kellie4;2012-02-03;2012-02-15;2012-02-10;Australia;Australia;Pacific;1;3800.85;304.07;51,7855;AUD;0,544988827729032
SO47116;1;BK-R64Y-44;pedro39;2012-02-03;2012-02-15;2012-02-10;Australia;Australia;Pacific;1;1835.70;146.86;25,0109;AUD;0,544988827729032
SO47114;1;BK-R89B-44;nelson3;2012-02-03;2012-02-15;2012-02-10;Australia;Australia;Pacific;1;4002.95;320.24;54,5391;AUD;0,544988827729032
SO47115;1;BK-R89R-52;candace6;2012-02-03;2012-02-15;2012-02-10;Australia;Australia;Pacific;1;4483.30;358.66;61,0838;AUD;0,544988827729032
SO47129;1;BK-M68S-38;cedric4;2012-02-04;2012-02-16;2012-02-11;Australia;Australia;Pacific;1;3744.92;299.59;51,7855;AUD;0,553127938492173
SO47127;1;BK-R89R-58;alfredo17;2012-02-04;2012-02-16;2012-02-11;Australia;Australia;Pacific;1;3944.05;315.52;54,5391;AUD;0,553127938492173
SO47128;1;BK-R89R-44;gloria17;2012-02-04;2012-02-16;2012-02-11;Australia;Australia;Pacific;1;4417.33;353.39;61,0838;AUD;0,553127938492173
SO47136;1;BK-R89B-58;jamie16;2012-02-05;2012-02-17;2012-02-12;Australia;Australia;Pacific;1;3930.52;314.44;54,5391;AUD;0,555031359271799
SO47143;1;BK-M68B-46;shaun4;2012-02-06;2012-02-18;2012-02-13;Australia;Australia;Pacific;1;3680.80;294.46;51,2275;AUD;0,556699883093025
SO47141;1;BK-R89R-58;michele11;2012-02-06;2012-02-18;2012-02-13;Australia;Australia;Pacific;1;3918.74;313.50;54,5391;AUD;0,556699883093025
SO47142;1;BK-R89R-48;carla22;2012-02-06;2012-02-18;2012-02-13;Australia;Australia;Pacific;1;4388.99;351.12;61,0838;AUD;0,556699883093025
SO47144;1;BK-R50B-52;danny15;2012-02-06;2012-02-18;2012-02-13;Australia;Australia;Pacific;1;1406.48;112.52;19,5748;AUD;0,556699883093025
SO47145;1;BK-R50B-44;lawrence18;2012-02-06;2012-02-18;2012-02-13;Australia;Australia;Pacific;1;1406.48;112.52;19,5748;AUD;0,556699883093025
SO47149;1;BK-M68B-42;irving0;2012-02-07;2012-02-19;2012-02-14;Australia;Australia;Pacific;1;3681.82;294.55;51,2275;AUD;0,556544968833482
SO47148;1;BK-R89B-52;curtis18;2012-02-07;2012-02-19;2012-02-14;Australia;Australia;Pacific;1;3919.83;313.59;54,5391;AUD;0,556544968833482
SO47153;1;BK-R50R-58;jill18;2012-02-08;2012-02-20;2012-02-15;Australia;Australia;Pacific;1;1406.88;112.55;19,5748;AUD;0,556544968833482
SO47154;1;BK-R50B-60;jesse46;2012-02-08;2012-02-20;2012-02-15;Australia;Australia;Pacific;1;1406.88;112.55;19,5748;AUD;0,556544968833482
SO47163;1;BK-M68B-46;alan10;2012-02-09;2012-02-21;2012-02-16;Australia;Australia;Pacific;1;3681.82;294.55;51,2275;AUD;0,556544968833482
SO47160;1;BK-R89R-48;lisa0;2012-02-09;2012-02-21;2012-02-16;Australia;Australia;Pacific;1;4390.21;351.22;61,0838;AUD;0,556544968833482
SO47161;1;BK-R89B-48;autumn2;2012-02-09;2012-02-21;2012-02-16;Australia;Australia;Pacific;1;3919.83;313.59;54,5391;AUD;0,556544968833482
SO47162;1;BK-R89R-58;alicia13;2012-02-09;2012-02-21;2012-02-16;Australia;Australia;Pacific;1;3919.83;313.59;54,5391;AUD;0,556544968833482
SO47174;1;BK-M68S-42;brittney14;2012-02-10;2012-02-22;2012-02-17;Australia;Australia;Pacific;1;3706.18;296.49;51,7855;AUD;0,558909009613235
SO47172;1;BK-M68S-38;melissa5;2012-02-10;2012-02-22;2012-02-17;Australia;Australia;Pacific;1;3706.18;296.49;51,7855;AUD;0,558909009613235
SO47173;1;BK-M68S-46;holly15;2012-02-10;2012-02-22;2012-02-17;Australia;Australia;Pacific;1;3706.18;296.49;51,7855;AUD;0,558909009613235
SO47170;1;BK-R89B-52;cassidy5;2012-02-10;2012-02-22;2012-02-17;Australia;Australia;Pacific;1;3903.25;312.26;54,5391;AUD;0,558909009613235
SO47171;1;BK-R89B-44;francis2;2012-02-10;2012-02-22;2012-02-17;Australia;Australia;Pacific;1;3903.25;312.26;54,5391;AUD;0,558909009613235
SO47184;1;BK-R89B-58;candace10;2012-02-11;2012-02-23;2012-02-18;Australia;Australia;Pacific;1;3906.09;312.49;54,5391;AUD;0,558503211393465
SO47197;1;BK-R89B-52;wyatt21;2012-02-12;2012-02-24;2012-02-19;Australia;Australia;Pacific;1;3938.37;315.07;54,5391;AUD;0,553924555475544
SO47211;1;BK-M68B-46;gavin7;2012-02-14;2012-02-26;2012-02-21;Australia;Australia;Pacific;1;3664.40;293.15;51,2275;AUD;0,559190292456523
SO47212;1;BK-M68B-42;cedric23;2012-02-14;2012-02-26;2012-02-21;Australia;Australia;Pacific;1;3664.40;293.15;51,2275;AUD;0,559190292456523
SO47208;1;BK-R89R-48;johnny6;2012-02-14;2012-02-26;2012-02-21;Australia;Australia;Pacific;1;4369.44;349.56;61,0838;AUD;0,559190292456523
SO47209;1;BK-R89R-52;colleen6;2012-02-14;2012-02-26;2012-02-21;Australia;Australia;Pacific;1;4369.44;349.56;61,0838;AUD;0,559190292456523
SO47210;1;BK-R64Y-48;jenny2;2012-02-14;2012-02-26;2012-02-21;Australia;Australia;Pacific;1;1789.08;143.13;25,0109;AUD;0,559190292456523
SO47219;1;BK-M68B-46;francis18;2012-02-15;2012-02-27;2012-02-22;Australia;Australia;Pacific;1;3664.40;293.15;51,2275;AUD;0,559190292456523
SO47220;1;BK-M68B-38;lydia18;2012-02-15;2012-02-27;2012-02-22;Australia;Australia;Pacific;1;3664.40;293.15;51,2275;AUD;0,559190292456523
SO47217;1;BK-R89B-48;kelvin2;2012-02-15;2012-02-27;2012-02-22;Australia;Australia;Pacific;1;3901.29;312.10;54,5391;AUD;0,559190292456523
SO47218;1;BK-R89R-48;ricky9;2012-02-15;2012-02-27;2012-02-22;Australia;Australia;Pacific;1;4369.44;349.56;61,0838;AUD;0,559190292456523
SO47230;1;BK-R89R-58;meghan11;2012-02-16;2012-02-28;2012-02-23;Australia;Australia;Pacific;1;3905.43;312.43;54,5391;AUD;0,558596804826276
SO47239;1;BK-R89R-58;ronnie7;2012-02-17;2012-02-29;2012-02-24;Australia;Australia;Pacific;1;3900.42;312.03;54,5391;AUD;0,559315397952906
SO47241;1;BK-R89R-44;pedro5;2012-02-17;2012-02-29;2012-02-24;Australia;Australia;Pacific;1;4368.47;349.48;61,0838;AUD;0,559315397952906
SO47240;1;BK-R64Y-38;devon13;2012-02-17;2012-02-29;2012-02-24;Australia;Australia;Pacific;1;1788.68;143.09;25,0109;AUD;0,559315397952906
SO47252;1;BK-M68S-38;michele63;2012-02-18;2012-03-01;2012-02-25;Australia;Australia;Pacific;1;3723.79;297.90;51,7855;AUD;0,556266340323747
SO47253;1;BK-M68S-46;laura15;2012-02-18;2012-03-01;2012-02-25;Australia;Australia;Pacific;1;3723.79;297.90;51,7855;AUD;0,556266340323747
SO47250;1;BK-R89B-58;casey3;2012-02-18;2012-03-01;2012-02-25;Australia;Australia;Pacific;1;3921.79;313.74;54,5391;AUD;0,556266340323747
SO47251;1;BK-R89B-52;dale14;2012-02-18;2012-03-01;2012-02-25;Australia;Australia;Pacific;1;3921.79;313.74;54,5391;AUD;0,556266340323747
SO47263;1;BK-M68B-38;ruben20;2012-02-19;2012-03-02;2012-02-26;Australia;Australia;Pacific;1;3623.83;289.91;51,2275;AUD;0,565450947130336
SO47262;1;BK-R89B-58;kristopher15;2012-02-19;2012-03-02;2012-02-26;Australia;Australia;Pacific;1;3858.09;308.65;54,5391;AUD;0,565450947130336
SO47267;1;BK-M68S-38;jimmy15;2012-02-20;2012-03-03;2012-02-27;Australia;Australia;Pacific;1;3627.68;290.21;51,7855;AUD;0,571004396733855
SO47268;1;BK-R89B-48;kevin57;2012-02-20;2012-03-03;2012-02-27;Australia;Australia;Pacific;1;3820.57;305.65;54,5391;AUD;0,571004396733855
SO47266;1;BK-R89B-52;jarrod7;2012-02-20;2012-03-03;2012-02-27;Australia;Australia;Pacific;1;3820.57;305.65;54,5391;AUD;0,571004396733855
SO47279;1;BK-M68B-46;george27;2012-02-21;2012-03-04;2012-02-28;Australia;Australia;Pacific;1;3588.59;287.09;51,2275;AUD;0,571004396733855
SO47277;1;BK-R89R-58;candice20;2012-02-21;2012-03-04;2012-02-28;Australia;Australia;Pacific;1;3820.57;305.65;54,5391;AUD;0,571004396733855
SO47278;1;BK-R89B-58;julio21;2012-02-21;2012-03-04;2012-02-28;Australia;Australia;Pacific;1;3820.57;305.65;54,5391;AUD;0,571004396733855
SO47290;1;BK-R89R-44;nicole54;2012-02-22;2012-03-05;2012-02-29;Australia;Australia;Pacific;1;4275.62;342.05;61,0838;AUD;0,571461226355792
SO47302;1;BK-M68B-42;sarah19;2012-02-23;2012-03-06;2012-03-01;Australia;Australia;Pacific;1;3600.88;288.07;51,2275;AUD;0,569054799977238
SO47303;1;BK-R50R-60;roy34;2012-02-23;2012-03-06;2012-03-01;Australia;Australia;Pacific;1;1375.95;110.08;19,5748;AUD;0,569054799977238
SO47314;1;BK-M68B-46;colin25;2012-02-24;2012-03-07;2012-03-02;Australia;Australia;Pacific;1;3636.12;290.89;51,2275;AUD;0,563539025077487
SO47313;1;BK-R89B-44;christine14;2012-02-24;2012-03-07;2012-03-02;Australia;Australia;Pacific;1;3871.18;309.69;54,5391;AUD;0,563539025077487
SO47328;1;BK-M68B-42;christy2;2012-02-26;2012-03-09;2012-03-04;Australia;Australia;Pacific;1;3653.13;292.25;51,2275;AUD;0,560915413955576
SO47335;1;BK-M68S-46;kristina16;2012-02-27;2012-03-10;2012-03-05;Australia;Australia;Pacific;1;3722.76;297.82;51,7855;AUD;0,556421099488093
SO47333;1;BK-R89R-44;latoya10;2012-02-27;2012-03-10;2012-03-05;Australia;Australia;Pacific;1;4391.19;351.30;61,0838;AUD;0,556421099488093
SO47334;1;BK-R89R-48;kate7;2012-02-27;2012-03-10;2012-03-05;Australia;Australia;Pacific;1;4391.19;351.30;61,0838;AUD;0,556421099488093
SO47336;1;BK-R50B-44;michele6;2012-02-27;2012-03-10;2012-03-05;Australia;Australia;Pacific;1;1407.19;112.58;19,5748;AUD;0,556421099488093
SO47345;1;BK-M68S-46;tyrone21;2012-02-28;2012-03-11;2012-03-06;Australia;Australia;Pacific;1;3714.06;297.12;51,7855;AUD;0,557724484104852
SO47346;1;BK-M68B-42;ian15;2012-02-28;2012-03-11;2012-03-06;Australia;Australia;Pacific;1;3674.03;293.92;51,2275;AUD;0,557724484104852
SO47344;1;BK-M68S-42;trisha3;2012-02-28;2012-03-11;2012-03-06;Australia;Australia;Pacific;1;3714.06;297.12;51,7855;AUD;0,557724484104852
SO47348;1;BK-R50R-52;brandy11;2012-02-28;2012-03-11;2012-03-06;Australia;Australia;Pacific;1;1403.90;112.31;19,5748;AUD;0,557724484104852
SO47343;1;BK-R89B-58;allen0;2012-02-28;2012-03-11;2012-03-06;Australia;Australia;Pacific;1;3911.54;312.92;54,5391;AUD;0,557724484104852
SO47347;1;BK-R50R-58;aimee0;2012-02-28;2012-03-11;2012-03-06;Australia;Australia;Pacific;1;1403.90;112.31;19,5748;AUD;0,557724484104852
SO47466;1;BK-R64Y-38;micah0;2012-03-01;2012-03-13;2012-03-08;Australia;Australia;Pacific;1;1813.09;145.05;25,0109;AUD;0,551785024554434
SO47468;1;BK-R50R-48;jaime15;2012-03-01;2012-03-13;2012-03-08;Australia;Australia;Pacific;1;1419.01;113.52;19,5748;AUD;0,551785024554434
SO47476;1;BK-M68S-38;ruth22;2012-03-02;2012-03-14;2012-03-09;Australia;Australia;Pacific;1;3735.39;298.83;51,7855;AUD;0,554538900903898
SO47473;1;BK-R89R-48;cedric35;2012-03-02;2012-03-14;2012-03-09;Australia;Australia;Pacific;1;4406.09;352.49;61,0838;AUD;0,554538900903898
SO47474;1;BK-R89B-58;brandi4;2012-03-02;2012-03-14;2012-03-09;Australia;Australia;Pacific;1;3934.01;314.72;54,5391;AUD;0,554538900903898
SO47475;1;BK-R89R-48;pearlie0;2012-03-02;2012-03-14;2012-03-09;Australia;Australia;Pacific;1;4406.09;352.49;61,0838;AUD;0,554538900903898
SO47480;1;BK-R89R-58;jacquelyn4;2012-03-03;2012-03-15;2012-03-10;Australia;Australia;Pacific;1;3944.48;315.56;54,5391;AUD;0,553066755157347
SO47481;1;BK-R89B-44;marie38;2012-03-03;2012-03-15;2012-03-10;Australia;Australia;Pacific;1;3944.48;315.56;54,5391;AUD;0,553066755157347
SO47482;1;BK-R89R-52;ann13;2012-03-03;2012-03-15;2012-03-10;Australia;Australia;Pacific;1;4417.82;353.43;61,0838;AUD;0,553066755157347
SO47489;1;BK-R89R-44;evan25;2012-03-05;2012-03-17;2012-03-12;Australia;Australia;Pacific;1;4394.61;351.57;61,0838;AUD;0,555987990659402
SO47490;1;BK-R89R-58;kaylee30;2012-03-05;2012-03-17;2012-03-12;Australia;Australia;Pacific;1;3923.76;313.90;54,5391;AUD;0,555987990659402
SO47500;1;BK-R89R-48;orlando4;2012-03-07;2012-03-19;2012-03-14;Australia;Australia;Pacific;1;4397.05;351.76;61,0838;AUD;0,555679039786619
SO47499;1;BK-R89B-52;randall19;2012-03-07;2012-03-19;2012-03-14;Australia;Australia;Pacific;1;3925.94;314.08;54,5391;AUD;0,555679039786619
SO47510;1;BK-M68S-38;stacy10;2012-03-08;2012-03-20;2012-03-15;Australia;Australia;Pacific;1;3723.17;297.85;51,7855;AUD;0,556359185490153
SO47508;1;BK-R89R-52;joan15;2012-03-08;2012-03-20;2012-03-15;Australia;Australia;Pacific;1;4391.68;351.33;61,0838;AUD;0,556359185490153
SO47509;1;BK-R89R-44;kathryn2;2012-03-08;2012-03-20;2012-03-15;Australia;Australia;Pacific;1;4391.68;351.33;61,0838;AUD;0,556359185490153
SO47518;1;BK-R89B-44;michele1;2012-03-09;2012-03-21;2012-03-16;Australia;Australia;Pacific;1;3949.28;315.94;54,5391;AUD;0,552394630724189
SO47519;1;BK-R50B-62;rebecca5;2012-03-09;2012-03-21;2012-03-16;Australia;Australia;Pacific;1;1417.45;113.40;19,5748;AUD;0,552394630724189
SO47524;1;BK-R89R-52;candace18;2012-03-10;2012-03-22;2012-03-17;Australia;Australia;Pacific;1;4501.87;360.15;61,0838;AUD;0,542740841248304
SO47525;1;BK-R89B-58;sheila10;2012-03-10;2012-03-22;2012-03-17;Australia;Australia;Pacific;1;4019.53;321.56;54,5391;AUD;0,542740841248304
SO47533;1;BK-R89R-58;jill26;2012-03-11;2012-03-23;2012-03-18;Australia;Australia;Pacific;1;3999.02;319.92;54,5391;AUD;0,545523975778735
SO47532;1;BK-R64Y-40;roy9;2012-03-11;2012-03-23;2012-03-18;Australia;Australia;Pacific;1;1833.90;146.71;25,0109;AUD;0,545523975778735
SO47534;1;BK-R50R-48;michael47;2012-03-11;2012-03-23;2012-03-18;Australia;Australia;Pacific;1;1435.30;114.82;19,5748;AUD;0,545523975778735
SO47544;1;BK-M68B-38;jay13;2012-03-12;2012-03-24;2012-03-19;Australia;Australia;Pacific;1;3766.65;301.33;51,2275;AUD;0,544010445000544
SO47542;1;BK-R89B-44;darryl5;2012-03-12;2012-03-24;2012-03-19;Australia;Australia;Pacific;1;4010.15;320.81;54,5391;AUD;0,544010445000544
SO47543;1;BK-R89B-52;jay7;2012-03-12;2012-03-24;2012-03-19;Australia;Australia;Pacific;1;4010.15;320.81;54,5391;AUD;0,544010445000544
SO47553;1;BK-M68S-42;mohamed2;2012-03-13;2012-03-25;2012-03-20;Australia;Australia;Pacific;1;3807.68;304.61;51,7855;AUD;0,544010445000544
SO47551;1;BK-R89R-58;bryant10;2012-03-13;2012-03-25;2012-03-20;Australia;Australia;Pacific;1;4010.15;320.81;54,5391;AUD;0,544010445000544
SO47552;1;BK-R89R-44;armando4;2012-03-13;2012-03-25;2012-03-20;Australia;Australia;Pacific;1;4491.37;359.31;61,0838;AUD;0,544010445000544
SO47559;1;BK-M68B-46;amy10;2012-03-14;2012-03-26;2012-03-21;Australia;Australia;Pacific;1;3772.80;301.82;51,2275;AUD;0,543124049532913
SO47562;1;BK-R89B-52;daisy2;2012-03-15;2012-03-27;2012-03-22;Australia;Australia;Pacific;1;4019.75;321.58;54,5391;AUD;0,54271138608488
SO47563;1;BK-R89R-44;jenny45;2012-03-15;2012-03-27;2012-03-22;Australia;Australia;Pacific;1;4502.12;360.17;61,0838;AUD;0,54271138608488
