SalesOrderNumber;SalesOrderLineNumber;ProductId;CustomerUsername;OrderDate;DueDate;ShipDate;SalesTerritoryRegion;SalesTerritoryCountry;SalesTerritoryContinent;OrderQuantity;SalesAmount;TaxAmt;Freight;Currency;AverageRate
SO74270;1;WB-H098;joshua18;2014-01-01;2014-01-13;2014-01-08;United Kingdom;United Kingdom;Europe;1;4.99;0.40;0,1248;USD;1
SO74270;2;GL-H102-M;joshua18;2014-01-01;2014-01-13;2014-01-08;United Kingdom;United Kingdom;Europe;1;24.49;1.96;0,6123;USD;1
SO74257;1;FE-6654;warren15;2014-01-01;2014-01-13;2014-01-08;Australia;Australia;Pacific;1;21.98;1.76;0,5495;USD;1
SO74266;1;SH-W890-M;alexia8;2014-01-01;2014-01-13;2014-01-08;Northwest;United States;North America;1;69.99;5.60;1,7498;USD;1
SO74268;1;TT-M928;tabitha33;2014-01-01;2014-01-13;2014-01-08;Canada;Canada;North America;1;4.99;0.40;0,1248;USD;1
SO74268;2;PK-7098;tabitha33;2014-01-01;2014-01-13;2014-01-08;Canada;Canada;North America;1;2.29;0.18;0,0573;USD;1
SO74265;1;TT-M928;taylor11;2014-01-01;2014-01-13;2014-01-08;Southwest;United States;North America;1;4.99;0.40;0,1248;USD;1
SO74265;2;TI-M602;taylor11;2014-01-01;2014-01-13;2014-01-08;Southwest;United States;North America;1;29.99;2.40;0,7498;USD;1
SO74256;1;TI-M602;alicia0;2014-01-01;2014-01-13;2014-01-08;Australia;Australia;Pacific;1;29.99;2.40;0,7498;USD;1
SO74256;2;TT-M928;alicia0;2014-01-01;2014-01-13;2014-01-08;Australia;Australia;Pacific;1;4.99;0.40;0,1248;USD;1
SO74276;1;FE-6654;kyle50;2014-01-01;2014-01-13;2014-01-08;Canada;Canada;North America;1;21.98;1.76;0,5495;USD;1
SO74276;2;HL-U509-B;kyle50;2014-01-01;2014-01-13;2014-01-08;Canada;Canada;North America;1;34.99;2.80;0,8748;USD;1
SO74258;1;FE-6654;yolanda0;2014-01-01;2014-01-13;2014-01-08;Australia;Australia;Pacific;1;21.98;1.76;0,5495;USD;1
SO74258;2;PK-7098;yolanda0;2014-01-01;2014-01-13;2014-01-08;Australia;Australia;Pacific;1;2.29;0.18;0,0573;USD;1
SO74267;2;HL-U509;lauren20;2014-01-01;2014-01-13;2014-01-08;Northwest;United States;North America;1;34.99;2.80;0,8748;USD;1
SO74267;3;LJ-0192-S;lauren20;2014-01-01;2014-01-13;2014-01-08;Northwest;United States;North America;1;49.99;4.00;1,2498;USD;1
SO74267;4;CA-1098;lauren20;2014-01-01;2014-01-13;2014-01-08;Northwest;United States;North America;1;8.99;0.72;0,2248;USD;1
SO74260;1;TI-T723;rachael7;2014-01-01;2014-01-13;2014-01-08;Australia;Australia;Pacific;1;28.99;2.32;0,7248;USD;1
SO74260;2;TT-T092;rachael7;2014-01-01;2014-01-13;2014-01-08;Australia;Australia;Pacific;1;4.99;0.40;0,1248;USD;1
SO74260;3;PK-7098;rachael7;2014-01-01;2014-01-13;2014-01-08;Australia;Australia;Pacific;1;2.29;0.18;0,0573;USD;1
SO74271;2;HL-U509;arthur6;2014-01-01;2014-01-13;2014-01-08;France;France;Europe;1;34.99;2.80;0,8748;USD;1
SO74271;3;CA-1098;arthur6;2014-01-01;2014-01-13;2014-01-08;France;France;Europe;1;8.99;0.72;0,2248;USD;1
SO74269;1;SH-W890-M;christina22;2014-01-01;2014-01-13;2014-01-08;United Kingdom;United Kingdom;Europe;1;69.99;5.60;1,7498;USD;1
SO74269;2;SJ-0194-X;christina22;2014-01-01;2014-01-13;2014-01-08;United Kingdom;United Kingdom;Europe;1;53.99;4.32;1,3498;USD;1
SO74255;1;TI-R628;joe27;2014-01-01;2014-01-13;2014-01-08;Australia;Australia;Pacific;1;24.99;2.00;0,6248;USD;1
SO74267;1;WB-H098;lauren20;2014-01-01;2014-01-13;2014-01-08;Northwest;United States;North America;1;4.99;0.40;0,1248;USD;1
SO74272;3;HL-U509-R;eduardo55;2014-01-01;2014-01-13;2014-01-08;Canada;Canada;North America;1;34.99;2.80;0,8748;USD;1
SO74275;1;WB-H098;marie37;2014-01-01;2014-01-13;2014-01-08;France;France;Europe;1;4.99;0.40;0,1248;USD;1
SO74275;2;BC-R205;marie37;2014-01-01;2014-01-13;2014-01-08;France;France;Europe;1;8.99;0.72;0,2248;USD;1
SO74275;3;HL-U509-R;marie37;2014-01-01;2014-01-13;2014-01-08;France;France;Europe;1;34.99;2.80;0,8748;USD;1
SO74261;1;HL-U509-B;kristi27;2014-01-01;2014-01-13;2014-01-08;Southwest;United States;North America;1;34.99;2.80;0,8748;USD;1
SO74271;1;TT-R982;arthur6;2014-01-01;2014-01-13;2014-01-08;France;France;Europe;1;3.99;0.32;0,0998;USD;1
SO74279;1;WB-H098;alvin20;2014-01-02;2014-01-14;2014-01-09;Australia;Australia;Pacific;1;4.99;0.40;0,1248;USD;1
SO74279;2;BC-M005;alvin20;2014-01-02;2014-01-14;2014-01-09;Australia;Australia;Pacific;1;9.99;0.80;0,2498;USD;1
SO74279;3;VE-C304-L;alvin20;2014-01-02;2014-01-14;2014-01-09;Australia;Australia;Pacific;1;63.50;5.08;1,5875;USD;1
SO74280;1;CL-9009;arturo21;2014-01-02;2014-01-14;2014-01-09;Australia;Australia;Pacific;1;7.95;0.64;0,1988;USD;1
SO74290;1;SH-W890-L;antonio16;2014-01-02;2014-01-14;2014-01-09;Canada;Canada;North America;1;69.99;5.60;1,7498;USD;1
SO74290;2;LJ-0192-X;antonio16;2014-01-02;2014-01-14;2014-01-09;Canada;Canada;North America;1;49.99;4.00;1,2498;USD;1
SO74283;1;TI-R628;aaron4;2014-01-02;2014-01-14;2014-01-09;Northwest;United States;North America;1;24.99;2.00;0,6248;USD;1
SO74283;2;PK-7098;aaron4;2014-01-02;2014-01-14;2014-01-09;Northwest;United States;North America;1;2.29;0.18;0,0573;USD;1
SO74282;2;TT-T092;thomas58;2014-01-02;2014-01-14;2014-01-09;Southwest;United States;North America;1;4.99;0.40;0,1248;USD;1
SO74282;3;GL-H102-S;thomas58;2014-01-02;2014-01-14;2014-01-09;Southwest;United States;North America;1;24.49;1.96;0,6123;USD;1
SO74278;1;SH-W890-M;charles63;2014-01-02;2014-01-14;2014-01-09;Australia;Australia;Pacific;1;69.99;5.60;1,7498;USD;1
SO74278;2;SJ-0194-L;charles63;2014-01-02;2014-01-14;2014-01-09;Australia;Australia;Pacific;1;53.99;4.32;1,3498;USD;1
SO74292;1;TT-M928;gavin4;2014-01-02;2014-01-14;2014-01-09;Canada;Canada;North America;1;4.99;0.40;0,1248;USD;1
SO74292;2;PK-7098;gavin4;2014-01-02;2014-01-14;2014-01-09;Canada;Canada;North America;1;2.29;0.18;0,0573;USD;1
SO74291;1;WB-H098;wyatt36;2014-01-02;2014-01-14;2014-01-09;Canada;Canada;North America;1;4.99;0.40;0,1248;USD;1
SO74291;2;VE-C304-L;wyatt36;2014-01-02;2014-01-14;2014-01-09;Canada;Canada;North America;1;63.50;5.08;1,5875;USD;1
SO74284;1;TI-M267;luis34;2014-01-02;2014-01-14;2014-01-09;Southwest;United States;North America;1;24.99;2.00;0,6248;USD;1
SO74284;2;PK-7098;luis34;2014-01-02;2014-01-14;2014-01-09;Southwest;United States;North America;1;2.29;0.18;0,0573;USD;1
SO74284;3;CL-9009;luis34;2014-01-02;2014-01-14;2014-01-09;Southwest;United States;North America;1;7.95;0.64;0,1988;USD;1
SO74282;1;TI-T723;thomas58;2014-01-02;2014-01-14;2014-01-09;Southwest;United States;North America;1;28.99;2.32;0,7248;USD;1
SO74305;2;TT-T092;sandra13;2014-01-02;2014-01-14;2014-01-09;France;France;Europe;1;4.99;0.40;0,1248;USD;1
SO74303;1;WB-H098;cheryl19;2014-01-02;2014-01-14;2014-01-09;United Kingdom;United Kingdom;Europe;1;4.99;0.40;0,1248;USD;1
SO74303;2;CA-1098;cheryl19;2014-01-02;2014-01-14;2014-01-09;United Kingdom;United Kingdom;Europe;1;8.99;0.72;0,2248;USD;1
SO74301;1;TI-R092;mandy12;2014-01-02;2014-01-14;2014-01-09;France;France;Europe;1;21.49;1.72;0,5373;USD;1
SO74301;2;TT-R982;mandy12;2014-01-02;2014-01-14;2014-01-09;France;France;Europe;1;3.99;0.32;0,0998;USD;1
SO74301;3;SO-R809-M;mandy12;2014-01-02;2014-01-14;2014-01-09;France;France;Europe;1;8.99;0.72;0,2248;USD;1
SO74288;3;GL-H102-S;victoria62;2014-01-02;2014-01-14;2014-01-09;Northwest;United States;North America;1;24.49;1.96;0,6123;USD;1
SO74304;1;WB-H098;christina15;2014-01-02;2014-01-14;2014-01-09;Germany;Germany;Europe;1;4.99;0.40;0,1248;USD;1
SO74285;1;TT-M928;angela27;2014-01-02;2014-01-14;2014-01-09;Southwest;United States;North America;1;4.99;0.40;0,1248;USD;1
SO74285;2;TI-M602;angela27;2014-01-02;2014-01-14;2014-01-09;Southwest;United States;North America;1;29.99;2.40;0,7498;USD;1
SO74285;3;PK-7098;angela27;2014-01-02;2014-01-14;2014-01-09;Southwest;United States;North America;1;2.29;0.18;0,0573;USD;1
SO74305;1;TI-T723;sandra13;2014-01-02;2014-01-14;2014-01-09;France;France;Europe;1;28.99;2.32;0,7248;USD;1
SO74286;2;WB-H098;carmen7;2014-01-02;2014-01-14;2014-01-09;Northwest;United States;North America;1;4.99;0.40;0,1248;USD;1
SO74286;3;LJ-0192-M;carmen7;2014-01-02;2014-01-14;2014-01-09;Northwest;United States;North America;1;49.99;4.00;1,2498;USD;1
SO74289;1;WB-H098;elizabeth13;2014-01-02;2014-01-14;2014-01-09;Northwest;United States;North America;1;4.99;0.40;0,1248;USD;1
SO74289;2;BC-M005;elizabeth13;2014-01-02;2014-01-14;2014-01-09;Northwest;United States;North America;1;9.99;0.80;0,2498;USD;1
SO74288;1;BC-M005;victoria62;2014-01-02;2014-01-14;2014-01-09;Northwest;United States;North America;1;9.99;0.80;0,2498;USD;1
SO74288;2;WB-H098;victoria62;2014-01-02;2014-01-14;2014-01-09;Northwest;United States;North America;1;4.99;0.40;0,1248;USD;1
SO74287;4;LJ-0192-X;stephanie4;2014-01-02;2014-01-14;2014-01-09;Canada;Canada;North America;1;49.99;4.00;1,2498;USD;1
SO74297;1;TT-M928;karen25;2014-01-02;2014-01-14;2014-01-09;Germany;Germany;Europe;1;4.99;0.40;0,1248;USD;1
SO74295;1;FE-6654;donald3;2014-01-02;2014-01-14;2014-01-09;Canada;Canada;North America;1;21.98;1.76;0,5495;USD;1
SO74302;1;TI-R092;laura27;2014-01-02;2014-01-14;2014-01-09;France;France;Europe;1;21.49;1.72;0,5373;USD;1
SO74302;2;PK-7098;laura27;2014-01-02;2014-01-14;2014-01-09;France;France;Europe;1;2.29;0.18;0,0573;USD;1
SO74286;1;BC-M005;carmen7;2014-01-02;2014-01-14;2014-01-09;Northwest;United States;North America;1;9.99;0.80;0,2498;USD;1
SO74296;1;TT-M928;ross23;2014-01-02;2014-01-14;2014-01-09;Germany;Germany;Europe;1;4.99;0.40;0,1248;USD;1
SO74277;1;FE-6654;kristen9;2014-01-02;2014-01-14;2014-01-09;Australia;Australia;Pacific;1;21.98;1.76;0,5495;USD;1
SO74277;2;GL-H102-L;kristen9;2014-01-02;2014-01-14;2014-01-09;Australia;Australia;Pacific;1;24.49;1.96;0,6123;USD;1
SO74287;1;TT-M928;stephanie4;2014-01-02;2014-01-14;2014-01-09;Canada;Canada;North America;1;4.99;0.40;0,1248;USD;1
SO74287;2;TI-M602;stephanie4;2014-01-02;2014-01-14;2014-01-09;Canada;Canada;North America;1;29.99;2.40;0,7498;USD;1
SO74287;3;HL-U509-B;stephanie4;2014-01-02;2014-01-14;2014-01-09;Canada;Canada;North America;1;34.99;2.80;0,8748;USD;1
SO74293;1;TT-M928;victoria25;2014-01-02;2014-01-14;2014-01-09;Northwest;United States;North America;1;4.99;0.40;0,1248;USD;1
SO74293;2;HL-U509-B;victoria25;2014-01-02;2014-01-14;2014-01-09;Northwest;United States;North America;1;34.99;2.80;0,8748;USD;1
SO74293;3;LJ-0192-S;victoria25;2014-01-02;2014-01-14;2014-01-09;Northwest;United States;North America;1;49.99;4.00;1,2498;USD;1
SO74298;1;TI-M823;omar22;2014-01-02;2014-01-14;2014-01-09;United Kingdom;United Kingdom;Europe;1;35.00;2.80;0,875;USD;1
SO74298;2;TT-M928;omar22;2014-01-02;2014-01-14;2014-01-09;United Kingdom;United Kingdom;Europe;1;4.99;0.40;0,1248;USD;1
SO74294;1;WB-H098;madeline14;2014-01-02;2014-01-14;2014-01-09;Southwest;United States;North America;1;4.99;0.40;0,1248;USD;1
SO74281;1;TT-R982;marco4;2014-01-02;2014-01-14;2014-01-09;Australia;Australia;Pacific;1;3.99;0.32;0,0998;USD;1
SO74300;1;FE-6654;michele28;2014-01-02;2014-01-14;2014-01-09;Germany;Germany;Europe;1;21.98;1.76;0,5495;USD;1
SO74300;2;HL-U509;michele28;2014-01-02;2014-01-14;2014-01-09;Germany;Germany;Europe;1;34.99;2.80;0,8748;USD;1
SO74299;1;TT-M928;arianna41;2014-01-02;2014-01-14;2014-01-09;United Kingdom;United Kingdom;Europe;1;4.99;0.40;0,1248;USD;1
SO74299;2;TI-M823;arianna41;2014-01-02;2014-01-14;2014-01-09;United Kingdom;United Kingdom;Europe;1;35.00;2.80;0,875;USD;1
SO74299;3;PK-7098;arianna41;2014-01-02;2014-01-14;2014-01-09;United Kingdom;United Kingdom;Europe;1;2.29;0.18;0,0573;USD;1
SO74316;1;TI-R982;henry16;2014-01-03;2014-01-15;2014-01-10;Canada;Canada;North America;1;32.60;2.61;0,815;USD;1
SO74316;2;TT-R982;henry16;2014-01-03;2014-01-15;2014-01-10;Canada;Canada;North America;1;3.99;0.32;0,0998;USD;1
SO74316;3;PK-7098;henry16;2014-01-03;2014-01-15;2014-01-10;Canada;Canada;North America;1;2.29;0.18;0,0573;USD;1
SO74335;1;TI-M823;dalton18;2014-01-03;2014-01-15;2014-01-10;Northwest;United States;North America;1;35.00;2.80;0,875;USD;1
SO74335;2;TT-M928;dalton18;2014-01-03;2014-01-15;2014-01-10;Northwest;United States;North America;1;4.99;0.40;0,1248;USD;1
SO74306;1;BC-R205;alexandra30;2014-01-03;2014-01-15;2014-01-10;Canada;Canada;North America;1;8.99;0.72;0,2248;USD;1
SO74320;3;CA-1098;melanie6;2014-01-03;2014-01-15;2014-01-10;Canada;Canada;North America;1;8.99;0.72;0,2248;USD;1
SO74311;1;TT-T092;andrea8;2014-01-03;2014-01-15;2014-01-10;Northwest;United States;North America;1;4.99;0.40;0,1248;USD;1
SO74311;2;HL-U509;andrea8;2014-01-03;2014-01-15;2014-01-10;Northwest;United States;North America;1;34.99;2.80;0,8748;USD;1
SO74331;1;TT-R982;carol9;2014-01-03;2014-01-15;2014-01-10;United Kingdom;United Kingdom;Europe;1;3.99;0.32;0,0998;USD;1
SO74332;1;TI-R092;trisha15;2014-01-03;2014-01-15;2014-01-10;Germany;Germany;Europe;1;21.49;1.72;0,5373;USD;1
SO74332;2;TT-R982;trisha15;2014-01-03;2014-01-15;2014-01-10;Germany;Germany;Europe;1;3.99;0.32;0,0998;USD;1
SO74332;3;HL-U509;trisha15;2014-01-03;2014-01-15;2014-01-10;Germany;Germany;Europe;1;34.99;2.80;0,8748;USD;1
SO74320;1;SH-W890-L;melanie6;2014-01-03;2014-01-15;2014-01-10;Canada;Canada;North America;1;69.99;5.60;1,7498;USD;1
SO74320;2;LJ-0192-M;melanie6;2014-01-03;2014-01-15;2014-01-10;Canada;Canada;North America;1;49.99;4.00;1,2498;USD;1
SO74315;1;TI-T723;paige30;2014-01-03;2014-01-15;2014-01-10;Northwest;United States;North America;1;28.99;2.32;0,7248;USD;1
SO74315;2;TT-T092;paige30;2014-01-03;2014-01-15;2014-01-10;Northwest;United States;North America;1;4.99;0.40;0,1248;USD;1
SO74315;3;HL-U509-R;paige30;2014-01-03;2014-01-15;2014-01-10;Northwest;United States;North America;1;34.99;2.80;0,8748;USD;1
SO74312;1;TT-T092;juan14;2014-01-03;2014-01-15;2014-01-10;Northwest;United States;North America;1;4.99;0.40;0,1248;USD;1
SO74312;2;TI-T723;juan14;2014-01-03;2014-01-15;2014-01-10;Northwest;United States;North America;1;28.99;2.32;0,7248;USD;1
SO74312;3;HY-1023-70;juan14;2014-01-03;2014-01-15;2014-01-10;Northwest;United States;North America;1;54.99;4.40;1,3748;USD;1
SO74327;2;HL-U509-R;hannah34;2014-01-03;2014-01-15;2014-01-10;Canada;Canada;North America;1;34.99;2.80;0,8748;USD;1
SO74330;1;TI-M602;peter19;2014-01-03;2014-01-15;2014-01-10;Germany;Germany;Europe;1;29.99;2.40;0,7498;USD;1
SO74330;2;PK-7098;peter19;2014-01-03;2014-01-15;2014-01-10;Germany;Germany;Europe;1;2.29;0.18;0,0573;USD;1
SO74326;1;TT-M928;natalie78;2014-01-03;2014-01-15;2014-01-10;Canada;Canada;North America;1;4.99;0.40;0,1248;USD;1
SO74326;2;HY-1023-70;natalie78;2014-01-03;2014-01-15;2014-01-10;Canada;Canada;North America;1;54.99;4.40;1,3748;USD;1
SO74314;1;TI-M267;charles66;2014-01-03;2014-01-15;2014-01-10;Northwest;United States;North America;1;24.99;2.00;0,6248;USD;1
SO74319;2;HL-U509-R;edward9;2014-01-03;2014-01-15;2014-01-10;Southwest;United States;North America;1;34.99;2.80;0,8748;USD;1
SO74319;3;VE-C304-S;edward9;2014-01-03;2014-01-15;2014-01-10;Southwest;United States;North America;1;63.50;5.08;1,5875;USD;1
SO74318;1;SH-W890-M;deb8;2014-01-03;2014-01-15;2014-01-10;Northwest;United States;North America;1;69.99;5.60;1,7498;USD;1
SO74318;2;CA-1098;deb8;2014-01-03;2014-01-15;2014-01-10;Northwest;United States;North America;1;8.99;0.72;0,2248;USD;1
SO74318;3;SJ-0194-X;deb8;2014-01-03;2014-01-15;2014-01-10;Northwest;United States;North America;1;53.99;4.32;1,3498;USD;1
SO74327;1;TT-M928;hannah34;2014-01-03;2014-01-15;2014-01-10;Canada;Canada;North America;1;4.99;0.40;0,1248;USD;1
SO74328;1;TT-M928;kelli1;2014-01-03;2014-01-15;2014-01-10;France;France;Europe;1;4.99;0.40;0,1248;USD;1
SO74328;2;TI-M602;kelli1;2014-01-03;2014-01-15;2014-01-10;France;France;Europe;1;29.99;2.40;0,7498;USD;1
SO74328;3;PK-7098;kelli1;2014-01-03;2014-01-15;2014-01-10;France;France;Europe;1;2.29;0.18;0,0573;USD;1
SO74322;1;WB-H098;laura22;2014-01-03;2014-01-15;2014-01-10;Southwest;United States;North America;1;4.99;0.40;0,1248;USD;1
SO74322;2;CA-1098;laura22;2014-01-03;2014-01-15;2014-01-10;Southwest;United States;North America;1;8.99;0.72;0,2248;USD;1
SO74319;1;WB-H098;edward9;2014-01-03;2014-01-15;2014-01-10;Southwest;United States;North America;1;4.99;0.40;0,1248;USD;1
SO74308;3;FE-6654;bridget3;2014-01-03;2014-01-15;2014-01-10;Australia;Australia;Pacific;1;21.98;1.76;0,5495;USD;1
SO74308;4;SJ-0194-S;bridget3;2014-01-03;2014-01-15;2014-01-10;Australia;Australia;Pacific;1;53.99;4.32;1,3498;USD;1
SO74309;1;FE-6654;sheila13;2014-01-03;2014-01-15;2014-01-10;Australia;Australia;Pacific;1;21.98;1.76;0,5495;USD;1
SO74317;1;TI-M602;noah59;2014-01-03;2014-01-15;2014-01-10;Canada;Canada;North America;1;29.99;2.40;0,7498;USD;1
SO74317;2;TT-M928;noah59;2014-01-03;2014-01-15;2014-01-10;Canada;Canada;North America;1;4.99;0.40;0,1248;USD;1
SO74317;3;PK-7098;noah59;2014-01-03;2014-01-15;2014-01-10;Canada;Canada;North America;1;2.29;0.18;0,0573;USD;1
SO74325;3;GL-H102-M;thomas20;2014-01-03;2014-01-15;2014-01-10;Southwest;United States;North America;1;24.49;1.96;0,6123;USD;1
SO74324;1;TT-M928;sydney2;2014-01-03;2014-01-15;2014-01-10;Northwest;United States;North America;1;4.99;0.40;0,1248;USD;1
SO74307;1;TI-R628;edward71;2014-01-03;2014-01-15;2014-01-10;Australia;Australia;Pacific;1;24.99;2.00;0,6248;USD;1
SO74333;1;TT-T092;dawn17;2014-01-03;2014-01-15;2014-01-10;United Kingdom;United Kingdom;Europe;1;4.99;0.40;0,1248;USD;1
SO74308;1;TI-M602;bridget3;2014-01-03;2014-01-15;2014-01-10;Australia;Australia;Pacific;1;29.99;2.40;0,7498;USD;1
SO74308;2;TT-M928;bridget3;2014-01-03;2014-01-15;2014-01-10;Australia;Australia;Pacific;1;4.99;0.40;0,1248;USD;1
SO74329;2;HL-U509-R;tanya9;2014-01-03;2014-01-15;2014-01-10;Germany;Germany;Europe;1;34.99;2.80;0,8748;USD;1
SO74313;1;TI-T723;brian20;2014-01-03;2014-01-15;2014-01-10;Canada;Canada;North America;1;28.99;2.32;0,7248;USD;1
SO74313;2;TT-T092;brian20;2014-01-03;2014-01-15;2014-01-10;Canada;Canada;North America;1;4.99;0.40;0,1248;USD;1
SO74313;3;HL-U509-R;brian20;2014-01-03;2014-01-15;2014-01-10;Canada;Canada;North America;1;34.99;2.80;0,8748;USD;1
SO74325;1;TT-M928;thomas20;2014-01-03;2014-01-15;2014-01-10;Southwest;United States;North America;1;4.99;0.40;0,1248;USD;1
SO74325;2;HL-U509-R;thomas20;2014-01-03;2014-01-15;2014-01-10;Southwest;United States;North America;1;34.99;2.80;0,8748;USD;1
SO74321;1;WB-H098;luke24;2014-01-03;2014-01-15;2014-01-10;Canada;Canada;North America;1;4.99;0.40;0,1248;USD;1
SO74321;2;HL-U509;luke24;2014-01-03;2014-01-15;2014-01-10;Canada;Canada;North America;1;34.99;2.80;0,8748;USD;1
SO74323;1;WB-H098;ian69;2014-01-03;2014-01-15;2014-01-10;Canada;Canada;North America;1;4.99;0.40;0,1248;USD;1
SO74323;2;HL-U509-B;ian69;2014-01-03;2014-01-15;2014-01-10;Canada;Canada;North America;1;34.99;2.80;0,8748;USD;1
SO74310;1;ST-1401;glenn12;2014-01-03;2014-01-15;2014-01-10;Australia;Australia;Pacific;1;159.00;12.72;3,975;USD;1
SO74329;1;BC-M005;tanya9;2014-01-03;2014-01-15;2014-01-10;Germany;Germany;Europe;1;9.99;0.80;0,2498;USD;1
SO74306;2;WB-H098;alexandra30;2014-01-03;2014-01-15;2014-01-10;Canada;Canada;North America;1;4.99;0.40;0,1248;USD;1
SO74306;3;VE-C304-S;alexandra30;2014-01-03;2014-01-15;2014-01-10;Canada;Canada;North America;1;63.50;5.08;1,5875;USD;1
SO74334;1;TT-M928;gabriella27;2014-01-03;2014-01-15;2014-01-10;Northwest;United States;North America;1;4.99;0.40;0,1248;USD;1
SO74334;2;TI-M823;gabriella27;2014-01-03;2014-01-15;2014-01-10;Northwest;United States;North America;1;35.00;2.80;0,875;USD;1
SO74334;3;HL-U509;gabriella27;2014-01-03;2014-01-15;2014-01-10;Northwest;United States;North America;1;34.99;2.80;0,8748;USD;1
SO74334;4;GL-H102-M;gabriella27;2014-01-03;2014-01-15;2014-01-10;Northwest;United States;North America;1;24.49;1.96;0,6123;USD;1
SO74362;1;TI-M823;olivia4;2014-01-04;2014-01-16;2014-01-11;Northwest;United States;North America;1;35.00;2.80;0,875;USD;1
SO74362;2;PK-7098;olivia4;2014-01-04;2014-01-16;2014-01-11;Northwest;United States;North America;1;2.29;0.18;0,0573;USD;1
SO74364;1;HL-U509;robin5;2014-01-04;2014-01-16;2014-01-11;Germany;Germany;Europe;1;34.99;2.80;0,8748;USD;1
SO74342;1;SJ-0194-X;jada15;2014-01-04;2014-01-16;2014-01-11;Southwest;United States;North America;1;53.99;4.32;1,3498;USD;1
SO74336;1;TI-M267;stacey21;2014-01-04;2014-01-16;2014-01-11;Australia;Australia;Pacific;1;24.99;2.00;0,6248;USD;1
SO74361;1;TT-T092;brian35;2014-01-04;2014-01-16;2014-01-11;Germany;Germany;Europe;1;4.99;0.40;0,1248;USD;1
SO74360;2;CA-1098;james33;2014-01-04;2014-01-16;2014-01-11;France;France;Europe;1;8.99;0.72;0,2248;USD;1
SO74360;3;TI-T723;james33;2014-01-04;2014-01-16;2014-01-11;France;France;Europe;1;28.99;2.32;0,7248;USD;1
SO74348;2;TI-M602;jasmine23;2014-01-04;2014-01-16;2014-01-11;Northwest;United States;North America;1;29.99;2.40;0,7498;USD;1
SO74346;1;TI-M267;jennifer46;2014-01-04;2014-01-16;2014-01-11;Southwest;United States;North America;1;24.99;2.00;0,6248;USD;1
