SalesOrderNumber;SalesOrderLineNumber;ProductId;CustomerUsername;OrderDate;DueDate;ShipDate;SalesTerritoryRegion;SalesTerritoryCountry;SalesTerritoryContinent;OrderQuantity;SalesAmount;TaxAmt;Freight;Currency;AverageRate
SO43817;1;BK-R93R-62;yolanda14;2011-01-24;2011-02-05;2011-01-31;Australia;Australia;Pacific;1;5642.22;451.38;89,4568;AUD;0,634195839675292
SO43818;1;BK-R93R-48;dominique12;2011-01-24;2011-02-05;2011-01-31;Australia;Australia;Pacific;1;5642.22;451.38;89,4568;AUD;0,634195839675292
SO43826;1;BK-M82B-38;rob4;2011-01-25;2011-02-06;2011-02-01;Australia;Australia;Pacific;1;5313.25;425.06;84,3748;AUD;0,635202947341676
SO43825;1;BK-R93R-52;levi5;2011-01-25;2011-02-06;2011-02-01;Australia;Australia;Pacific;1;5633.27;450.66;89,4568;AUD;0,635202947341676
SO43827;1;BK-R50B-44;anthony9;2011-01-25;2011-02-06;2011-02-01;Australia;Australia;Pacific;1;1100.59;88.05;17,4775;AUD;0,635202947341676
SO43831;1;BK-M82B-42;jill13;2011-01-26;2011-02-07;2011-02-02;Australia;Australia;Pacific;1;5313.25;425.06;84,3748;AUD;0,635202947341676
SO43830;1;BK-R93R-44;raul8;2011-01-26;2011-02-07;2011-02-02;Australia;Australia;Pacific;1;5633.27;450.66;89,4568;AUD;0,635202947341676
SO43837;1;BK-M82B-44;shannon38;2011-01-27;2011-02-08;2011-02-03;Australia;Australia;Pacific;1;5312.57;425.01;84,3748;AUD;0,635283654151579
SO43842;1;BK-R93R-48;jaime28;2011-01-28;2011-02-09;2011-02-04;Australia;Australia;Pacific;1;5635.06;450.80;89,4568;AUD;0,63500127000254
SO43921;1;BK-R93R-52;ariana21;2011-01-29;2011-02-10;2011-02-05;Australia;Australia;Pacific;1;5582.46;446.60;89,4568;AUD;0,64098455227229
SO43925;1;BK-R93R-56;shane15;2011-01-30;2011-02-11;2011-02-06;Australia;Australia;Pacific;1;5569.22;445.54;89,4568;AUD;0,642508352608584
SO43926;1;BK-M82B-48;gilbert35;2011-01-31;2011-02-12;2011-02-07;Australia;Australia;Pacific;1;5252.83;420.23;84,3748;AUD;0,642508352608584
SO43927;1;BK-R93R-56;stacey16;2011-01-31;2011-02-12;2011-02-07;Australia;Australia;Pacific;1;5569.22;445.54;89,4568;AUD;0,642508352608584
SO43928;1;BK-R93R-52;elijah0;2011-01-31;2011-02-12;2011-02-07;Australia;Australia;Pacific;1;5569.22;445.54;89,4568;AUD;0,642508352608584
SO43929;1;BK-R50R-60;gloria5;2011-01-31;2011-02-12;2011-02-07;Australia;Australia;Pacific;1;1088.08;87.05;17,4775;AUD;0,642508352608584
SO43933;1;BK-M82S-48;theresa13;2011-02-01;2011-02-13;2011-02-08;Australia;Australia;Pacific;1;5291.74;423.34;84,9998;AUD;0,642508352608584
SO43934;1;BK-M82S-44;ebony19;2011-02-01;2011-02-13;2011-02-08;Australia;Australia;Pacific;1;5291.74;423.34;84,9998;AUD;0,642508352608584
SO43932;1;BK-R93R-56;alan15;2011-02-01;2011-02-13;2011-02-08;Australia;Australia;Pacific;1;5569.22;445.54;89,4568;AUD;0,642508352608584
SO43939;1;BK-R93R-48;emily3;2011-02-02;2011-02-14;2011-02-09;Australia;Australia;Pacific;1;5574.59;445.97;89,4568;AUD;0,641889723345529
SO43938;1;BK-R93R-62;kristine9;2011-02-02;2011-02-14;2011-02-09;Australia;Australia;Pacific;1;5574.59;445.97;89,4568;AUD;0,641889723345529
SO43937;1;BK-R93R-48;kendra21;2011-02-02;2011-02-14;2011-02-09;Australia;Australia;Pacific;1;5574.59;445.97;89,4568;AUD;0,641889723345529
SO43940;1;BK-R50B-62;sharon16;2011-02-02;2011-02-14;2011-02-09;Australia;Australia;Pacific;1;1089.13;87.13;17,4775;AUD;0,641889723345529
SO43948;1;BK-M82S-42;jaclyn12;2011-02-03;2011-02-15;2011-02-10;Australia;Australia;Pacific;1;5287.32;422.99;84,9998;AUD;0,643045463314256
SO43944;1;BK-M82S-38;deanna33;2011-02-03;2011-02-15;2011-02-10;Australia;Australia;Pacific;1;5287.32;422.99;84,9998;AUD;0,643045463314256
SO43945;1;BK-R93R-62;kristi23;2011-02-03;2011-02-15;2011-02-10;Australia;Australia;Pacific;1;5564.57;445.17;89,4568;AUD;0,643045463314256
SO43946;1;BK-R93R-52;lawrence7;2011-02-03;2011-02-15;2011-02-10;Australia;Australia;Pacific;1;5564.57;445.17;89,4568;AUD;0,643045463314256
SO43947;1;BK-R93R-62;suzanne12;2011-02-03;2011-02-15;2011-02-10;Australia;Australia;Pacific;1;5564.57;445.17;89,4568;AUD;0,643045463314256
SO43942;1;BK-R93R-62;jessie41;2011-02-03;2011-02-15;2011-02-10;Australia;Australia;Pacific;1;5564.57;445.17;89,4568;AUD;0,643045463314256
SO43952;1;BK-R93R-48;renee8;2011-02-04;2011-02-16;2011-02-11;Australia;Australia;Pacific;1;5552.04;444.16;89,4568;AUD;0,644496004124774
SO43951;1;BK-R93R-44;claudia19;2011-02-04;2011-02-16;2011-02-11;Australia;Australia;Pacific;1;5552.04;444.16;89,4568;AUD;0,644496004124774
SO43956;1;BK-M82S-38;bethany10;2011-02-05;2011-02-17;2011-02-12;Australia;Australia;Pacific;1;5279.50;422.36;84,9998;AUD;0,643997939206595
SO43959;1;BK-M82B-38;wendy12;2011-02-06;2011-02-18;2011-02-13;Australia;Australia;Pacific;1;5248.45;419.88;84,3748;AUD;0,643045463314256
SO43960;1;BK-M82B-42;christine4;2011-02-06;2011-02-18;2011-02-13;Australia;Australia;Pacific;1;5248.45;419.88;84,3748;AUD;0,643045463314256
SO43958;1;BK-R93R-48;ashlee20;2011-02-06;2011-02-18;2011-02-13;Australia;Australia;Pacific;1;5564.57;445.17;89,4568;AUD;0,643045463314256
SO43965;1;BK-M82B-48;diana2;2011-02-07;2011-02-19;2011-02-14;Australia;Australia;Pacific;1;5247.77;419.82;84,3748;AUD;0,643128175445366
SO43966;1;BK-M82S-48;marc3;2011-02-07;2011-02-19;2011-02-14;Australia;Australia;Pacific;1;5286.64;422.93;84,9998;AUD;0,643128175445366
SO43963;1;BK-R93R-56;robin9;2011-02-07;2011-02-19;2011-02-14;Australia;Australia;Pacific;1;5563.85;445.11;89,4568;AUD;0,643128175445366
SO43964;1;BK-R93R-48;krista7;2011-02-07;2011-02-19;2011-02-14;Australia;Australia;Pacific;1;5563.85;445.11;89,4568;AUD;0,643128175445366
SO43971;1;BK-R93R-56;alvin22;2011-02-08;2011-02-20;2011-02-15;Australia;Australia;Pacific;1;5559.92;444.79;89,4568;AUD;0,643583472776419
SO43970;1;BK-R93R-44;joel20;2011-02-08;2011-02-20;2011-02-15;Australia;Australia;Pacific;1;5559.92;444.79;89,4568;AUD;0,643583472776419
SO43977;1;BK-R93R-48;denise21;2011-02-09;2011-02-21;2011-02-16;Australia;Australia;Pacific;1;5556.34;444.51;89,4568;AUD;0,643997939206595
SO43980;1;BK-M82B-48;jeremy26;2011-02-10;2011-02-22;2011-02-17;Australia;Australia;Pacific;1;5240.68;419.25;84,3748;AUD;0,643997939206595
SO43981;1;BK-R93R-56;sophia8;2011-02-10;2011-02-22;2011-02-17;Australia;Australia;Pacific;1;5556.34;444.51;89,4568;AUD;0,643997939206595
SO43982;1;BK-R50B-52;mario8;2011-02-10;2011-02-22;2011-02-17;Australia;Australia;Pacific;1;1085.56;86.84;17,4775;AUD;0,643997939206595
SO43992;1;BK-R93R-44;dennis11;2011-02-12;2011-02-24;2011-02-19;Australia;Australia;Pacific;1;5498.73;439.90;89,4568;AUD;0,650745103143099
SO43991;1;BK-R93R-62;lee14;2011-02-12;2011-02-24;2011-02-19;Australia;Australia;Pacific;1;5498.73;439.90;89,4568;AUD;0,650745103143099
SO43993;1;BK-R93R-56;savannah36;2011-02-14;2011-02-26;2011-02-21;Australia;Australia;Pacific;1;5452.21;436.18;89,4568;AUD;0,656297171359191
SO43998;1;BK-M82B-38;jaime41;2011-02-15;2011-02-27;2011-02-22;Australia;Australia;Pacific;1;5148.88;411.91;84,3748;AUD;0,655479811221814
SO44006;1;BK-R93R-62;lacey30;2011-02-16;2011-02-28;2011-02-23;Australia;Australia;Pacific;1;5453.28;436.26;89,4568;AUD;0,656167979002625
SO44007;1;BK-R50R-58;trisha6;2011-02-16;2011-02-28;2011-02-23;Australia;Australia;Pacific;1;1065.43;85.23;17,4775;AUD;0,656167979002625
SO44012;1;BK-M82B-42;heidi19;2011-02-17;2011-03-01;2011-02-24;Australia;Australia;Pacific;1;5130.32;410.43;84,3748;AUD;0,657851457140978
SO44013;1;BK-R93R-48;bryan22;2011-02-17;2011-03-01;2011-02-24;Australia;Australia;Pacific;1;5439.33;435.15;89,4568;AUD;0,657851457140978
SO44021;1;BK-M82B-38;denise10;2011-02-18;2011-03-02;2011-02-25;Australia;Australia;Pacific;1;5153.95;412.32;84,3748;AUD;0,65483596359112
SO44019;1;BK-R93R-62;laura25;2011-02-18;2011-03-02;2011-02-25;Australia;Australia;Pacific;1;5464.38;437.15;89,4568;AUD;0,65483596359112
SO44020;1;BK-R93R-44;dalton21;2011-02-18;2011-03-02;2011-02-25;Australia;Australia;Pacific;1;5464.38;437.15;89,4568;AUD;0,65483596359112
SO44024;1;BK-R93R-56;rosa12;2011-02-19;2011-03-03;2011-02-26;Australia;Australia;Pacific;1;5436.11;434.89;89,4568;AUD;0,658241179568194
SO44025;1;BK-R93R-56;kellie17;2011-02-19;2011-03-03;2011-02-26;Australia;Australia;Pacific;1;5436.11;434.89;89,4568;AUD;0,658241179568194
SO44026;1;BK-R93R-62;derek17;2011-02-19;2011-03-03;2011-02-26;Australia;Australia;Pacific;1;5436.11;434.89;89,4568;AUD;0,658241179568194
SO44029;1;BK-M82B-44;alan23;2011-02-20;2011-03-04;2011-02-27;Australia;Australia;Pacific;1;5162.38;412.99;84,3748;AUD;0,653765690376569
SO44028;1;BK-R93R-48;natasha10;2011-02-20;2011-03-04;2011-02-27;Australia;Australia;Pacific;1;5473.32;437.87;89,4568;AUD;0,653765690376569
SO44033;1;BK-R93R-56;ethan2;2011-02-21;2011-03-05;2011-02-28;Australia;Australia;Pacific;1;5464.38;437.15;89,4568;AUD;0,65483596359112
SO44034;1;BK-R93R-52;patricia15;2011-02-21;2011-03-05;2011-02-28;Australia;Australia;Pacific;1;5464.38;437.15;89,4568;AUD;0,65483596359112
SO44035;1;BK-R93R-48;derrick15;2011-02-21;2011-03-05;2011-02-28;Australia;Australia;Pacific;1;5464.38;437.15;89,4568;AUD;0,65483596359112
SO44036;1;BK-R93R-62;preston4;2011-02-21;2011-03-05;2011-02-28;Australia;Australia;Pacific;1;5464.38;437.15;89,4568;AUD;0,65483596359112
SO44037;1;BK-R50R-48;edwin13;2011-02-21;2011-03-05;2011-02-28;Australia;Australia;Pacific;1;1067.59;85.41;17,4775;AUD;0,65483596359112
SO44040;1;BK-M82B-48;carl12;2011-02-22;2011-03-06;2011-03-01;Australia;Australia;Pacific;1;5153.95;412.32;84,3748;AUD;0,65483596359112
SO44041;1;BK-R93R-52;mitchell11;2011-02-22;2011-03-06;2011-03-01;Australia;Australia;Pacific;1;5464.38;437.15;89,4568;AUD;0,65483596359112
SO44048;1;BK-R93R-56;tony19;2011-02-23;2011-03-07;2011-03-02;Australia;Australia;Pacific;1;5463.66;437.09;89,4568;AUD;0,654921736852446
SO44050;1;BK-R93R-62;cristina3;2011-02-24;2011-03-08;2011-03-03;Australia;Australia;Pacific;1;5452.57;436.21;89,4568;AUD;0,656254101588135
SO44052;1;BK-R93R-56;evan44;2011-02-25;2011-03-09;2011-03-04;Australia;Australia;Pacific;1;5441.12;435.29;89,4568;AUD;0,657635144022097
SO44058;1;BK-M82B-44;michele19;2011-02-26;2011-03-10;2011-03-05;Australia;Australia;Pacific;1;5125.60;410.05;84,3748;AUD;0,658457891617831
SO44059;1;BK-R93R-52;tabitha20;2011-02-26;2011-03-10;2011-03-05;Australia;Australia;Pacific;1;5434.32;434.75;89,4568;AUD;0,658457891617831
SO44060;1;BK-R50B-52;karl18;2011-02-26;2011-03-10;2011-03-05;Australia;Australia;Pacific;1;1061.72;84.94;17,4775;AUD;0,658457891617831
SO44067;1;BK-R93R-62;krystal11;2011-02-27;2011-03-11;2011-03-06;Australia;Australia;Pacific;1;5366.69;429.34;89,4568;AUD;0,666755567408988
SO44073;1;BK-M82B-48;adam10;2011-02-28;2011-03-12;2011-03-07;Australia;Australia;Pacific;1;5067.55;405.40;84,3748;AUD;0,666000666000666
SO44072;1;BK-R93R-44;ronnie0;2011-02-28;2011-03-12;2011-03-07;Australia;Australia;Pacific;1;5372.77;429.82;89,4568;AUD;0,666000666000666
SO44071;1;BK-R93R-52;paula12;2011-02-28;2011-03-12;2011-03-07;Australia;Australia;Pacific;1;5372.77;429.82;89,4568;AUD;0,666000666000666
SO44137;1;BK-R93R-56;michelle11;2011-03-01;2011-03-13;2011-03-08;Australia;Australia;Pacific;1;5381.00;430.48;89,4568;AUD;0,664982045484772
SO44144;1;BK-R93R-48;tammy22;2011-03-02;2011-03-14;2011-03-09;Australia;Australia;Pacific;1;5376.35;430.11;89,4568;AUD;0,665557404326123
SO44145;1;BK-R93R-62;amy22;2011-03-02;2011-03-14;2011-03-09;Australia;Australia;Pacific;1;5376.35;430.11;89,4568;AUD;0,665557404326123
SO44146;1;BK-R93R-52;alejandro3;2011-03-02;2011-03-14;2011-03-09;Australia;Australia;Pacific;1;5376.35;430.11;89,4568;AUD;0,665557404326123
SO44147;1;BK-R93R-62;alan17;2011-03-02;2011-03-14;2011-03-09;Australia;Australia;Pacific;1;5376.35;430.11;89,4568;AUD;0,665557404326123
SO44149;1;BK-R93R-48;dale12;2011-03-03;2011-03-15;2011-03-10;Australia;Australia;Pacific;1;5382.08;430.57;89,4568;AUD;0,664849411608271
SO44150;1;BK-R93R-48;carolyn28;2011-03-03;2011-03-15;2011-03-10;Australia;Australia;Pacific;1;5382.08;430.57;89,4568;AUD;0,664849411608271
SO44151;1;BK-R50R-48;zachary36;2011-03-03;2011-03-15;2011-03-10;Australia;Australia;Pacific;1;1051.51;84.12;17,4775;AUD;0,664849411608271
SO44157;1;BK-R93R-56;willie20;2011-03-04;2011-03-16;2011-03-11;Australia;Australia;Pacific;1;5373.49;429.88;89,4568;AUD;0,665911966438037
SO44165;1;BK-R93R-52;cedric2;2011-03-06;2011-03-18;2011-03-13;Australia;Australia;Pacific;1;5377.07;430.17;89,4568;AUD;0,665468822785653
SO44167;1;BK-R93R-56;deborah12;2011-03-06;2011-03-18;2011-03-13;Australia;Australia;Pacific;1;5377.07;430.17;89,4568;AUD;0,665468822785653
SO44174;1;BK-R93R-44;maria19;2011-03-08;2011-03-20;2011-03-15;Australia;Australia;Pacific;1;5394.60;431.57;89,4568;AUD;0,663305916688777
SO44175;1;BK-R93R-52;micah17;2011-03-08;2011-03-20;2011-03-15;Australia;Australia;Pacific;1;5394.60;431.57;89,4568;AUD;0,663305916688777
SO44180;1;BK-M82S-48;marc6;2011-03-09;2011-03-21;2011-03-16;Australia;Australia;Pacific;1;5125.82;410.07;84,9998;AUD;0,663305916688777
SO44181;1;BK-R93R-48;ruth11;2011-03-09;2011-03-21;2011-03-16;Australia;Australia;Pacific;1;5394.60;431.57;89,4568;AUD;0,663305916688777
SO44182;1;BK-R93R-62;jaclyn44;2011-03-09;2011-03-21;2011-03-16;Australia;Australia;Pacific;1;5394.60;431.57;89,4568;AUD;0,663305916688777
SO44184;1;BK-R93R-56;michael40;2011-03-10;2011-03-22;2011-03-17;Australia;Australia;Pacific;1;5471.17;437.69;89,4568;AUD;0,65402223675605
SO44185;1;BK-R93R-62;deanna17;2011-03-10;2011-03-22;2011-03-17;Australia;Australia;Pacific;1;5471.17;437.69;89,4568;AUD;0,65402223675605
SO44187;1;BK-R93R-52;christy17;2011-03-12;2011-03-24;2011-03-19;Australia;Australia;Pacific;1;5491.93;439.35;89,4568;AUD;0,651550690643732
SO44190;1;BK-M82B-38;todd14;2011-03-13;2011-03-25;2011-03-20;Australia;Australia;Pacific;1;5158.00;412.64;84,3748;AUD;0,654321795459007
SO44191;1;BK-R93R-62;alicia16;2011-03-13;2011-03-25;2011-03-20;Australia;Australia;Pacific;1;5468.67;437.49;89,4568;AUD;0,654321795459007
SO44194;1;BK-R93R-62;stephanie21;2011-03-14;2011-03-26;2011-03-21;Australia;Australia;Pacific;1;5639.35;451.15;89,4568;AUD;0,634517766497462
SO44195;1;BK-R93R-52;carl18;2011-03-14;2011-03-26;2011-03-21;Australia;Australia;Pacific;1;5639.35;451.15;89,4568;AUD;0,634517766497462
SO44196;1;BK-R93R-56;victor20;2011-03-14;2011-03-26;2011-03-21;Australia;Australia;Pacific;1;5639.35;451.15;89,4568;AUD;0,634517766497462
SO44199;1;BK-R93R-52;trisha19;2011-03-15;2011-03-27;2011-03-22;Australia;Australia;Pacific;1;5639.35;451.15;89,4568;AUD;0,634517766497462
SO44200;1;BK-R93R-44;mayra3;2011-03-15;2011-03-27;2011-03-22;Australia;Australia;Pacific;1;5639.35;451.15;89,4568;AUD;0,634517766497462
SO44205;1;BK-R93R-48;clayton21;2011-03-16;2011-03-28;2011-03-23;Australia;Australia;Pacific;1;5617.17;449.37;89,4568;AUD;0,637023824691044
SO44209;1;BK-R93R-44;darren14;2011-03-17;2011-03-29;2011-03-24;Australia;Australia;Pacific;1;5622.18;449.77;89,4568;AUD;0,636456211812627
SO44214;1;BK-R93R-44;jonathan42;2011-03-18;2011-03-30;2011-03-25;Australia;Australia;Pacific;1;5665.83;453.27;89,4568;AUD;0,631552355690287
SO44213;1;BK-R93R-62;terrence9;2011-03-18;2011-03-30;2011-03-25;Australia;Australia;Pacific;1;5665.83;453.27;89,4568;AUD;0,631552355690287
SO44220;1;BK-M82S-42;jon28;2011-03-19;2011-03-31;2011-03-26;Australia;Australia;Pacific;1;5334.58;426.77;84,9998;AUD;0,637348629700446
SO44221;1;BK-R93R-56;carly16;2011-03-19;2011-03-31;2011-03-26;Australia;Australia;Pacific;1;5614.31;449.14;89,4568;AUD;0,637348629700446
SO44222;1;BK-R93R-44;fernando30;2011-03-19;2011-03-31;2011-03-26;Australia;Australia;Pacific;1;5614.31;449.14;89,4568;AUD;0,637348629700446
SO44230;1;BK-R93R-48;omar36;2011-03-21;2011-04-02;2011-03-28;Australia;Australia;Pacific;1;5622.89;449.83;89,4568;AUD;0,636375206821942
SO44232;1;BK-R93R-48;luis52;2011-03-21;2011-04-02;2011-03-28;Australia;Australia;Pacific;1;5622.89;449.83;89,4568;AUD;0,636375206821942
SO44237;1;BK-R93R-62;shaun9;2011-03-22;2011-04-03;2011-03-29;Australia;Australia;Pacific;1;5621.46;449.72;89,4568;AUD;0,63653723742839
SO44238;1;BK-R93R-44;tracy16;2011-03-22;2011-04-03;2011-03-29;Australia;Australia;Pacific;1;5621.46;449.72;89,4568;AUD;0,63653723742839
SO44243;1;BK-R93R-48;isabella11;2011-03-23;2011-04-04;2011-03-30;Australia;Australia;Pacific;1;5611.80;448.94;89,4568;AUD;0,637633105910859
SO44244;1;BK-R93R-48;jasmine6;2011-03-23;2011-04-04;2011-03-30;Australia;Australia;Pacific;1;5611.80;448.94;89,4568;AUD;0,637633105910859
SO44245;1;BK-R50R-52;joan19;2011-03-23;2011-04-04;2011-03-30;Australia;Australia;Pacific;1;1096.40;87.71;17,4775;AUD;0,637633105910859
SO44247;1;BK-R93R-62;michele26;2011-03-24;2011-04-05;2011-03-31;Australia;Australia;Pacific;1;5650.09;452.01;89,4568;AUD;0,633312222925903
SO44248;1;BK-R93R-52;dustin5;2011-03-24;2011-04-05;2011-03-31;Australia;Australia;Pacific;1;5650.09;452.01;89,4568;AUD;0,633312222925903
